"","HHID","PN","OPN_SP","OLB018A","OLB018B","OLB018C","OLB018D","OLB018E","OLB018F","OLB018G","OLB018H","OLB018I","OLB018J","OLB004A","OLB004B","OLB004C","OLB004D","OLB004E","OLB004F","OLB004G","OLB005","OLB005A","OLB005B","respondent_id","spouse_id"
"4493",142831,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142831010,142831020
"4494",142831,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142831020,142831010
"4495",142861,10,20,1,5,5,5,1,1,1,1,1,1,1,1,2,3,4,4,3,1,1,2,142861010,142861020
"4496",142861,20,10,4,4,4,5,3,2,2,1,1,1,1,1,2,3,3,4,3,1,1,2,142861020,142861010
"4497",142892,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142892010,142892020
"4498",142892,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142892020,142892010
"4499",143155,10,11,5,1,1,1,5,6,6,4,5,4,4,4,4,3,1,1,1,4,3,2,143155010,143155011
"4500",143155,11,10,1,1,4,3,4,2,5,4,4,2,4,3,3,4,4,2,1,3,3,2,143155011,143155010
"4501",143190,10,20,1,6,6,5,1,1,1,1,2,1,1,1,2,2,3,4,2,1,2,2,143190010,143190020
"4502",143190,20,10,4,4,2,4,3,2,2,2,1,1,2,1,2,3,3,3,2,2,2,1,143190020,143190010
"4503",143233,10,20,1,6,5,6,1,1,1,1,1,1,1,1,1,4,4,4,4,1,1,1,143233010,143233020
"4504",143233,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143233020,143233010
"4505",143320,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143320020,143320010
"4506",143359,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143359010,143359020
"4507",143359,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143359020,143359010
"4508",143433,10,20,3,4,5,4,3,4,2,2,2,2,2,1,3,3,4,4,3,1,3,1,143433010,143433020
"4509",143433,20,10,4,4,4,4,2,2,2,2,2,2,2,1,2,2,NA,2,3,2,2,2,143433020,143433010
"4510",143462,10,20,1,2,NA,1,2,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,143462010,143462020
"4511",143462,20,10,1,6,6,6,2,1,1,1,1,1,1,1,1,3,2,4,2,1,2,1,143462020,143462010
"4512",143495,10,20,5,1,4,6,6,5,6,1,5,2,2,1,2,4,4,4,4,2,3,2,143495010,143495020
"4513",143495,20,10,1,2,5,5,5,3,5,5,5,5,1,1,1,4,3,4,4,2,2,2,143495020,143495010
"4514",143770,10,20,5,5,5,5,4,3,3,1,2,2,2,1,2,3,2,3,3,2,2,2,143770010,143770020
"4515",143838,10,20,2,2,2,2,2,2,1,1,2,2,1,1,1,4,4,4,4,1,1,1,143838010,143838020
"4516",143838,20,10,6,4,4,6,4,3,3,3,3,3,1,1,1,4,4,4,4,1,1,1,143838020,143838010
"4517",143950,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143950010,143950011
"4518",143950,11,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143950011,143950010
"4519",144042,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144042020,144042010
"4520",144110,10,20,2,5,5,6,1,1,3,2,2,2,1,1,2,3,3,4,3,1,2,1,144110010,144110020
"4521",144110,20,10,2,5,5,5,4,2,2,1,1,1,1,1,1,3,3,4,3,1,2,2,144110020,144110010
"4522",144246,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144246010,144246020
"4523",144246,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144246020,144246010
"4524",144299,10,20,1,5,5,5,2,2,1,1,1,1,1,1,3,3,3,4,NA,1,1,2,144299010,144299020
"4525",144299,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144299020,144299010
"4526",144378,10,20,2,5,5,5,1,1,1,1,1,1,1,1,1,3,3,3,4,1,1,2,144378010,144378020
"4527",144378,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144378020,144378010
"4528",144434,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144434010,144434020
"4529",144434,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144434020,144434010
"4530",144444,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144444010,144444020
"4531",144444,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144444020,144444010
"4532",144915,20,21,4,3,3,4,4,3,4,4,4,3,2,1,2,3,3,3,3,1,2,1,144915020,144915021
"4533",145033,10,11,2,5,4,5,2,2,1,1,1,1,1,1,2,3,3,3,3,2,2,2,145033010,145033011
"4534",145073,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145073010,145073020
"4535",145073,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145073020,145073010
"4536",145119,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145119010,145119020
"4537",145119,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145119020,145119010
"4538",145220,10,20,4,4,3,3,4,4,3,3,3,3,2,2,2,2,1,2,2,2,3,2,145220010,145220020
"4539",145220,20,10,2,2,3,5,2,2,2,3,3,1,3,1,3,2,2,2,3,3,3,2,145220020,145220010
"4540",145282,10,20,1,5,4,5,3,2,2,2,2,2,1,1,1,2,3,3,3,1,2,2,145282010,145282020
"4541",145282,20,10,4,5,5,5,5,3,4,3,3,3,2,1,2,3,3,3,3,2,2,1,145282020,145282010
"4542",145380,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145380020,145380010
"4543",145412,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145412010,145412020
"4544",145412,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145412020,145412010
"4545",145446,10,20,3,5,4,5,1,1,1,1,1,1,1,1,1,3,3,4,2,1,2,2,145446010,145446020
"4546",145446,20,10,1,5,5,6,1,1,1,2,1,1,1,1,1,3,2,4,3,1,2,2,145446020,145446010
"4547",145534,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145534010,145534020
"4548",145534,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145534020,145534010
"4549",145542,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145542010,145542020
"4550",145542,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145542020,145542010
"4551",145743,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145743010,145743020
"4552",145743,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145743020,145743010
"4553",145751,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145751010,145751020
"4554",145768,20,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145768020,145768021
"4555",145797,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145797010,145797020
"4556",145797,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145797020,145797010
"4557",145902,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145902010,145902020
"4558",145902,20,10,2,5,1,4,5,2,5,6,5,6,2,2,3,2,2,1,2,3,4,2,145902020,145902010
"4559",145927,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145927010,145927020
"4560",145927,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145927020,145927010
"4561",145933,20,21,1,5,5,5,2,1,1,1,1,1,1,1,2,3,2,4,3,1,1,2,145933020,145933021
"4562",145933,21,20,2,5,5,5,5,2,1,1,1,2,1,1,1,3,3,4,2,1,2,2,145933021,145933020
"4563",145954,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145954010,145954020
"4564",145954,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145954020,145954010
"4565",145989,10,20,1,6,5,6,3,1,1,1,1,1,1,1,1,3,4,4,2,2,2,2,145989010,145989020
"4566",145989,20,10,1,5,6,6,1,1,1,2,2,2,3,3,2,2,1,2,2,3,3,2,145989020,145989010
"4567",145991,10,20,2,5,3,4,2,3,1,1,1,1,2,2,3,3,1,2,4,3,2,3,145991010,145991020
"4568",145991,20,10,6,5,5,5,1,2,4,1,1,1,3,1,2,3,3,3,3,2,3,1,145991020,145991010
"4569",146110,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146110010,146110020
"4570",146110,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146110020,146110010
"4571",146133,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146133010,146133020
"4572",146133,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146133020,146133010
"4573",146172,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146172010,146172020
"4574",146172,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146172020,146172010
"4575",146182,10,11,4,4,3,4,3,3,3,1,1,1,1,1,1,4,3,4,4,1,1,2,146182010,146182011
"4576",146182,11,10,1,5,4,4,1,1,1,1,1,1,2,1,2,4,4,4,3,2,NA,1,146182011,146182010
"4577",146234,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146234010,146234020
"4578",146234,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146234020,146234010
"4579",146359,10,20,3,2,2,1,2,1,2,3,2,2,3,2,2,2,2,2,2,3,3,1,146359010,146359020
"4580",146359,20,10,2,5,5,5,6,6,6,5,5,5,3,3,3,3,3,2,1,3,4,2,146359020,146359010
"4581",146424,10,20,1,5,6,6,1,1,1,1,1,1,2,3,3,2,4,4,3,2,3,2,146424010,146424020
"4582",146424,20,10,3,6,5,3,3,3,5,1,1,1,1,1,2,3,4,4,4,1,2,1,146424020,146424010
"4583",146457,10,11,2,6,6,6,1,1,1,1,1,1,2,1,2,4,3,4,3,1,1,2,146457010,146457011
"4584",146457,11,10,1,5,5,6,1,2,1,1,1,1,1,1,1,3,3,4,4,1,2,2,146457011,146457010
"4585",146457,20,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146457020,146457021
"4586",146457,21,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146457021,146457020
"4587",146576,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146576010,146576011
"4588",146576,11,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146576011,146576010
"4589",146720,10,20,3,6,5,5,2,1,4,2,1,2,2,1,2,3,3,4,3,1,2,1,146720010,146720020
"4590",146720,20,10,1,6,6,6,1,1,1,1,1,1,2,2,2,2,3,2,3,3,3,1,146720020,146720010
"4591",146831,10,20,1,5,5,5,1,1,1,1,1,1,1,1,1,4,3,3,3,1,2,1,146831010,146831020
"4592",146831,20,10,5,4,4,4,4,4,3,4,6,5,2,2,3,2,3,2,2,2,3,2,146831020,146831010
"4593",146869,10,20,1,2,6,5,2,2,3,1,2,2,2,1,1,2,3,1,2,2,2,1,146869010,146869020
"4594",146869,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146869020,146869010
"4595",146993,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146993010,146993020
"4596",146993,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146993020,146993010
"4597",147027,10,20,1,6,5,6,1,1,1,1,1,1,3,1,3,3,3,3,3,2,2,1,147027010,147027020
"4598",147027,20,10,4,5,4,5,2,2,1,1,1,1,3,1,3,4,3,4,2,2,2,2,147027020,147027010
"4599",147045,10,20,2,5,5,5,4,4,4,1,3,3,3,3,3,1,1,2,2,3,3,2,147045010,147045020
"4600",147045,20,10,2,6,5,6,1,1,1,1,2,1,2,1,1,3,4,4,4,1,1,1,147045020,147045010
"4601",147053,10,20,4,4,4,5,3,3,3,1,1,1,1,1,1,4,4,4,4,1,1,2,147053010,147053020
"4602",147053,20,10,4,4,5,6,1,3,1,1,2,1,1,1,1,4,4,4,4,1,1,2,147053020,147053010
"4603",147331,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147331010,147331020
"4604",147331,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147331020,147331010
"4605",147421,10,11,1,6,6,6,1,1,1,1,1,1,1,1,1,2,3,4,3,1,1,1,147421010,147421011
"4606",147459,10,20,4,5,4,5,3,3,3,2,3,2,2,1,2,3,3,4,3,1,2,1,147459010,147459020
"4607",147459,20,10,2,5,5,5,2,2,1,1,1,1,1,1,1,4,3,4,4,1,2,1,147459020,147459010
"4608",147471,10,20,1,5,4,5,1,1,1,1,1,1,1,1,1,4,3,4,3,1,1,1,147471010,147471020
"4609",147471,20,10,4,6,5,6,1,1,1,1,1,1,2,1,2,2,2,3,4,1,2,1,147471020,147471010
"4610",147529,10,20,4,4,3,5,4,4,3,5,4,3,1,1,1,2,1,4,2,1,1,1,147529010,147529020
"4611",147529,20,10,2,5,4,5,2,5,5,2,2,2,1,1,1,2,3,4,4,1,1,1,147529020,147529010
"4612",147558,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147558020,147558010
"4613",147571,20,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,3,3,4,1,2,1,147571020,147571021
"4614",147589,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147589010,147589020
"4615",147589,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147589020,147589010
"4616",147609,10,20,1,5,5,5,1,1,1,1,1,1,1,1,1,2,2,3,3,1,2,2,147609010,147609020
"4617",147609,20,10,1,6,5,6,1,1,1,1,1,1,1,1,1,4,4,4,4,1,1,2,147609020,147609010
"4618",147661,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147661010,147661020
"4619",147661,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147661020,147661010
"4620",147681,10,20,4,3,5,6,4,6,3,4,4,3,1,1,1,4,2,3,2,2,2,1,147681010,147681020
"4621",147681,20,10,5,4,3,3,4,3,5,2,2,3,1,2,2,2,2,2,2,2,3,1,147681020,147681010
"4622",147799,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147799010,147799020
"4623",147799,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147799020,147799010
"4624",148085,10,20,1,6,6,6,1,1,1,1,1,1,2,1,1,2,2,3,3,1,2,2,148085010,148085020
"4625",148085,20,10,1,3,3,5,1,1,2,1,1,1,2,1,1,3,3,4,3,1,2,2,148085020,148085010
"4626",148307,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148307010,148307020
"4627",148307,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148307020,148307010
"4628",148397,10,20,1,6,5,6,1,1,6,1,1,1,1,1,1,4,4,4,3,1,1,1,148397010,148397020
"4629",148397,20,10,2,5,5,6,3,3,4,2,3,2,1,1,1,3,3,4,3,2,2,1,148397020,148397010
"4630",148454,10,20,1,6,6,6,1,1,1,1,1,1,1,1,1,4,3,4,3,1,2,1,148454010,148454020
"4631",148454,20,10,4,3,3,4,4,4,3,2,3,3,3,2,2,2,2,3,2,2,2,2,148454020,148454010
"4632",148543,10,20,1,6,6,6,1,1,1,1,1,1,1,1,1,4,4,4,3,1,1,1,148543010,148543020
"4633",148543,20,10,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,1,1,148543020,148543010
"4634",148569,10,11,1,6,5,6,1,1,1,1,1,1,1,1,1,3,3,4,4,1,1,2,148569010,148569011
"4635",148569,11,10,3,5,5,6,3,3,3,3,3,3,1,1,1,4,4,4,4,1,1,1,148569011,148569010
"4636",148588,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148588010,148588011
"4637",148588,11,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148588011,148588010
"4638",148613,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148613010,148613020
"4639",148613,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148613020,148613010
"4640",148714,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,4,4,4,1,2,2,148714010,148714020
"4641",148714,20,10,1,6,6,6,1,1,1,1,1,1,2,1,2,4,3,4,3,2,2,2,148714020,148714010
"4642",148936,10,20,4,3,3,3,2,5,4,NA,2,2,1,1,1,3,3,3,3,1,1,1,148936010,148936020
"4643",148936,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,3,3,3,1,2,2,148936020,148936010
"4644",148951,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148951010,148951020
"4645",148951,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148951020,148951010
"4646",149080,10,20,2,3,3,5,1,1,2,1,3,1,2,1,1,4,3,4,4,1,1,1,149080010,149080020
"4647",149115,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149115010,149115020
"4648",149115,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149115020,149115010
"4649",149172,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149172010,149172020
"4650",149172,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149172020,149172010
"4651",149206,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149206010,149206020
"4652",149206,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149206020,149206010
"4653",149253,20,10,1,6,6,6,1,1,1,1,1,1,2,1,1,4,4,3,3,1,1,2,149253020,149253010
"4654",149257,10,20,2,2,2,1,1,1,2,1,1,1,1,1,2,4,2,4,4,2,2,2,149257010,149257020
"4655",149257,20,10,2,6,5,NA,2,2,2,1,1,1,1,1,1,4,4,4,4,1,1,1,149257020,149257010
"4656",149370,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149370010,149370020
"4657",149370,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149370020,149370010
"4658",149375,20,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149375020,149375021
"4659",149375,21,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149375021,149375020
"4660",149395,10,20,4,4,4,5,4,5,4,3,5,5,1,1,1,2,3,3,4,1,2,2,149395010,149395020
"4661",149395,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149395020,149395010
"4662",149417,10,20,4,5,4,6,2,2,4,2,2,1,2,1,2,2,3,3,2,2,2,2,149417010,149417020
"4663",149417,20,10,3,5,5,6,2,1,1,1,1,1,1,1,1,2,2,3,3,1,2,1,149417020,149417010
"4664",149550,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149550010,149550020
"4665",149550,20,10,2,5,4,4,2,2,1,2,2,1,2,2,1,3,4,2,3,3,3,2,149550020,149550010
"4666",149570,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149570010,149570020
"4667",149570,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149570020,149570010
"4668",149632,10,20,4,5,3,6,2,2,2,2,5,2,1,1,1,4,4,4,4,1,1,2,149632010,149632020
"4669",149632,20,10,5,1,6,6,2,2,5,1,1,2,1,1,1,3,3,3,3,1,2,2,149632020,149632010
"4670",150186,10,20,2,5,4,5,1,1,1,2,3,3,2,1,2,1,1,2,2,2,3,2,150186010,150186020
"4671",150186,20,10,4,4,3,4,3,5,4,2,5,3,2,1,2,2,2,3,2,2,3,2,150186020,150186010
"4672",150188,10,20,2,5,5,5,2,2,2,1,2,2,2,1,1,4,4,3,4,2,2,2,150188010,150188020
"4673",150188,20,10,5,5,4,3,3,3,2,3,3,2,2,2,1,3,4,4,3,1,2,2,150188020,150188010
"4674",150190,20,10,2,4,4,4,3,4,3,3,3,3,1,1,2,3,4,4,3,2,2,2,150190020,150190010
"4675",150268,10,20,2,5,5,5,2,1,2,1,1,1,3,1,2,4,1,3,2,NA,3,2,150268010,150268020
"4676",150268,20,10,3,3,3,4,2,3,2,1,2,1,2,2,2,3,2,3,2,NA,3,2,150268020,150268010
"4677",150310,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150310010,150310020
"4678",150310,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150310020,150310010
"4679",150347,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150347010,150347020
"4680",150347,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150347020,150347010
"4681",150370,10,20,2,4,4,4,3,1,2,1,2,1,3,1,2,3,4,4,3,1,2,1,150370010,150370020
"4682",150370,20,10,1,5,5,6,1,1,2,1,3,1,1,1,1,3,4,4,4,1,1,1,150370020,150370010
"4683",150374,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150374010,150374020
"4684",150374,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150374020,150374010
"4685",150393,10,20,4,4,3,3,3,3,2,2,2,2,2,1,2,3,3,2,2,1,3,2,150393010,150393020
"4686",150393,20,10,5,5,3,4,2,2,3,2,2,1,3,2,2,2,3,3,2,2,3,2,150393020,150393010
"4687",150460,10,20,1,6,6,6,2,2,6,2,2,1,1,1,1,2,4,4,4,1,2,1,150460010,150460020
"4688",150460,20,10,6,4,6,6,5,5,1,1,1,1,2,1,1,4,4,4,4,1,1,1,150460020,150460010
"4689",150713,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150713010,150713020
"4690",150713,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150713020,150713010
"4691",150777,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150777010,150777020
"4692",150777,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150777020,150777010
