"","HHID","PN","OPN_SP","OLB018A","OLB018B","OLB018C","OLB018D","OLB018E","OLB018F","OLB018G","OLB018H","OLB018I","OLB018J","OLB004A","OLB004B","OLB004C","OLB004D","OLB004E","OLB004F","OLB004G","OLB005","OLB005A","OLB005B","respondent_id","spouse_id"
"4693",150866,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150866010,150866020
"4694",150866,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150866020,150866010
"4695",150868,10,20,2,5,5,5,2,2,2,2,NA,NA,2,2,3,2,3,3,3,1,3,2,150868010,150868020
"4696",150868,20,10,4,3,3,3,4,4,4,4,4,4,2,1,2,3,3,3,3,1,2,2,150868020,150868010
"4697",150875,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150875010,150875011
"4698",150990,10,20,3,3,4,4,3,3,4,3,3,2,2,1,1,4,3,4,3,3,2,2,150990010,150990020
"4699",150990,20,10,1,6,6,6,1,1,1,1,1,1,4,3,4,1,1,1,3,3,4,3,150990020,150990010
"4700",151133,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151133010,151133020
"4701",151133,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151133020,151133010
"4702",151243,10,20,1,4,4,5,1,1,1,1,1,1,2,2,2,4,4,4,3,2,2,1,151243010,151243020
"4703",151243,20,10,2,6,6,6,1,1,1,1,1,1,1,1,1,4,3,4,4,1,1,2,151243020,151243010
"4704",151304,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151304010,151304020
"4705",151304,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151304020,151304010
"4706",151331,10,20,4,4,4,4,4,4,4,4,3,3,2,1,2,3,3,3,3,1,2,1,151331010,151331020
"4707",151331,20,10,4,4,4,4,2,2,2,1,1,1,2,1,2,4,4,4,3,1,2,2,151331020,151331010
"4708",151350,20,21,2,4,4,4,3,3,3,2,3,1,2,1,1,4,3,4,4,1,2,2,151350020,151350021
"4709",151350,21,20,3,5,4,5,1,1,1,1,1,1,1,1,1,3,3,4,4,1,1,1,151350021,151350020
"4710",151355,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151355010,151355020
"4711",151355,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151355020,151355010
"4712",151372,10,12,3,5,6,5,2,1,6,1,2,1,2,1,2,3,3,4,3,2,2,2,151372010,151372012
"4713",151372,12,10,1,5,6,6,1,6,6,5,6,6,2,1,1,4,3,4,3,1,2,2,151372012,151372010
"4714",151409,10,12,2,6,6,6,1,1,2,1,1,1,1,1,1,4,4,4,3,1,1,2,151409010,151409012
"4715",151409,12,10,6,6,4,5,6,6,6,5,6,6,2,1,1,2,3,4,3,1,2,2,151409012,151409010
"4716",151413,10,20,3,5,4,5,3,5,5,1,1,1,1,1,1,2,2,4,4,1,2,1,151413010,151413020
"4717",151413,20,10,2,3,3,5,2,2,1,1,1,1,1,2,2,3,3,3,3,2,2,2,151413020,151413010
"4718",151447,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151447010,151447020
"4719",151447,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151447020,151447010
"4720",151469,10,20,2,5,5,6,5,2,1,1,2,1,1,1,1,4,4,4,4,1,1,1,151469010,151469020
"4721",151469,20,10,3,6,6,6,1,1,1,4,2,1,1,1,1,4,4,4,4,1,1,1,151469020,151469010
"4722",151505,10,20,3,4,3,5,2,2,5,4,3,2,2,1,2,3,2,4,3,2,3,3,151505010,151505020
"4723",151505,20,10,4,3,3,4,3,4,3,3,4,3,3,1,2,4,4,4,4,2,3,2,151505020,151505010
"4724",151751,10,20,3,3,3,3,4,4,6,4,5,4,2,4,4,4,4,4,3,1,2,1,151751010,151751020
"4725",151751,20,10,2,4,4,2,1,1,6,2,1,4,1,1,1,4,4,4,4,1,2,1,151751020,151751010
"4726",151946,10,20,5,5,4,4,4,4,4,4,4,3,1,1,1,2,3,3,3,1,2,2,151946010,151946020
"4727",151946,20,10,4,5,4,5,3,3,4,3,4,4,2,1,1,2,2,3,3,2,2,2,151946020,151946010
"4728",151986,10,20,5,4,4,5,4,5,4,4,5,4,2,1,1,2,4,4,3,1,1,1,151986010,151986020
"4729",151986,20,10,1,5,5,5,2,3,4,4,4,3,2,1,1,4,4,4,3,1,2,1,151986020,151986010
"4730",152136,20,21,4,2,1,2,6,5,5,5,5,5,2,3,3,2,2,2,3,2,2,3,152136020,152136021
"4731",152136,21,20,5,1,1,2,5,6,6,6,6,5,2,1,3,1,1,2,2,2,2,NA,152136021,152136020
"4732",152236,20,21,3,5,4,5,1,2,2,2,2,1,1,1,3,2,2,3,3,2,3,1,152236020,152236021
"4733",152236,21,20,1,5,4,4,3,3,3,1,1,1,3,1,2,4,1,3,3,2,2,1,152236021,152236020
"4734",152265,20,21,4,4,3,5,3,3,2,1,2,1,2,1,1,4,3,3,3,1,2,2,152265020,152265021
"4735",152265,21,20,1,5,6,6,1,1,1,1,1,1,1,1,1,3,3,4,4,1,2,2,152265021,152265020
"4736",152287,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152287010,152287020
"4737",152287,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152287020,152287010
"4738",152315,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152315010,152315020
"4739",152315,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152315020,152315010
"4740",152387,20,21,5,5,4,1,5,1,4,1,1,1,1,1,1,4,3,4,3,1,2,2,152387020,152387021
"4741",152387,21,20,4,5,5,5,5,4,1,1,1,1,1,1,1,2,3,3,3,1,2,1,152387021,152387020
"4742",152453,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152453010,152453020
"4743",152453,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152453020,152453010
"4744",152525,10,20,2,5,5,4,2,2,2,2,2,2,2,1,1,4,3,3,4,1,2,2,152525010,152525020
"4745",152525,20,10,4,5,4,5,4,4,4,3,3,4,3,2,3,2,2,2,2,2,3,2,152525020,152525010
"4746",152556,10,20,4,5,3,5,3,3,5,2,3,2,1,1,2,3,4,4,3,2,3,1,152556010,152556020
"4747",152556,20,10,2,4,3,5,3,3,2,3,3,2,2,2,3,3,4,4,3,2,3,2,152556020,152556010
"4748",152563,10,20,2,2,2,5,2,5,2,2,2,2,1,1,2,2,4,3,3,2,3,2,152563010,152563020
"4749",152563,20,10,2,5,4,6,1,1,2,3,4,3,3,1,4,3,2,3,1,3,3,3,152563020,152563010
"4750",152777,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152777010,152777020
"4751",152777,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152777020,152777010
"4752",152901,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152901010,152901020
"4753",152901,20,10,6,2,4,6,NA,5,5,5,6,6,1,2,1,3,3,4,4,1,2,2,152901020,152901010
"4754",152955,10,20,4,4,4,4,3,3,3,4,3,2,2,1,1,4,3,4,3,3,3,3,152955010,152955020
"4755",152955,20,10,4,4,4,4,5,3,2,2,2,2,2,2,2,1,2,2,2,3,3,3,152955020,152955010
"4756",153074,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153074010,153074020
"4757",153074,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153074020,153074010
"4758",153089,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153089010,153089020
"4759",153089,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153089020,153089010
"4760",153144,10,20,5,4,3,3,3,3,3,3,3,3,1,1,1,3,3,4,3,1,2,1,153144010,153144020
"4761",153144,20,10,2,5,4,4,2,2,2,2,2,2,3,2,3,3,3,3,2,2,3,1,153144020,153144010
"4762",153214,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153214010,153214020
"4763",153214,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153214020,153214010
"4764",153372,10,20,4,4,3,5,4,2,2,5,2,2,1,1,1,3,2,4,4,1,1,2,153372010,153372020
"4765",153372,20,10,4,2,1,1,2,1,4,5,1,1,1,1,1,4,4,4,3,1,1,1,153372020,153372010
"4766",153387,10,20,4,2,3,3,4,3,4,3,3,2,2,2,3,4,3,2,2,3,3,3,153387010,153387020
"4767",153387,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,3,3,2,3,2,153387020,153387010
"4768",153601,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153601010,153601020
"4769",153601,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153601020,153601010
"4770",153693,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153693010,153693020
"4771",153693,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153693020,153693010
"4772",153772,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153772010,153772020
"4773",153772,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153772020,153772010
"4774",153810,20,21,1,5,4,5,1,1,2,1,1,1,1,1,1,3,3,4,3,1,1,1,153810020,153810021
"4775",153810,21,20,2,5,6,6,2,2,1,1,1,1,1,1,1,3,2,1,2,1,1,1,153810021,153810020
"4776",153844,10,20,1,5,4,6,1,1,1,1,1,1,2,1,2,4,3,2,3,2,2,2,153844010,153844020
"4777",153993,10,20,4,5,5,5,2,2,4,2,2,2,1,1,2,3,4,4,4,1,1,2,153993010,153993020
"4778",154096,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154096010,154096020
"4779",154096,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154096020,154096010
"4780",154099,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154099010,154099020
"4781",154099,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154099020,154099010
"4782",154125,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154125010,154125020
"4783",154125,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154125020,154125010
"4784",154199,10,20,2,6,5,6,1,1,2,1,1,1,1,1,1,4,4,1,3,1,1,2,154199010,154199020
"4785",154199,20,10,2,5,4,5,2,2,2,2,2,2,2,1,1,3,3,3,3,1,2,2,154199020,154199010
"4786",154361,10,20,3,4,4,5,4,4,5,5,5,4,3,1,2,2,1,2,1,2,3,2,154361010,154361020
"4787",154361,20,10,5,4,4,3,2,2,1,1,1,1,1,1,1,3,4,4,3,1,2,2,154361020,154361010
"4788",154374,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154374010,154374020
"4789",154374,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154374020,154374010
"4790",154511,10,20,1,5,6,6,1,1,1,1,1,1,1,1,1,4,3,4,4,1,1,1,154511010,154511020
"4791",154511,20,10,1,6,6,6,1,6,1,1,1,1,1,1,1,4,4,4,4,1,2,1,154511020,154511010
"4792",154552,10,20,1,5,5,5,2,1,1,1,1,1,2,1,1,3,3,3,3,2,1,2,154552010,154552020
"4793",154552,20,10,4,2,2,4,2,2,2,3,3,3,1,1,1,3,3,4,4,1,1,2,154552020,154552010
"4794",154624,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154624010,154624020
"4795",154624,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154624020,154624010
"4796",154800,10,20,1,5,5,5,1,1,1,1,1,1,2,2,2,2,2,3,3,2,2,1,154800010,154800020
"4797",154800,20,10,2,4,4,5,2,2,4,1,2,2,2,1,1,2,2,4,3,1,1,1,154800020,154800010
"4798",154973,10,20,5,5,5,4,2,1,2,5,4,4,4,1,1,1,3,4,3,1,2,1,154973010,154973020
"4799",154973,20,10,5,5,5,5,1,1,1,1,1,1,1,1,1,4,3,4,4,1,1,1,154973020,154973010
"4800",155090,10,20,2,5,5,5,1,1,1,1,1,1,2,1,1,3,4,3,3,1,2,2,155090010,155090020
"4801",155090,20,10,6,6,1,1,5,5,6,5,5,5,2,1,1,2,2,3,3,2,2,2,155090020,155090010
"4802",155173,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155173010,155173020
"4803",155173,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155173020,155173010
"4804",155507,10,20,2,6,5,5,1,1,1,1,1,1,1,1,1,3,4,4,4,1,1,2,155507010,155507020
"4805",155507,20,10,2,2,5,5,2,2,2,2,2,1,1,1,2,4,4,3,4,1,2,2,155507020,155507010
"4806",155821,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155821010,155821020
"4807",155821,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155821020,155821010
"4808",156063,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156063010,156063020
"4809",156063,20,10,5,5,5,4,5,5,6,1,5,4,2,1,2,4,4,3,3,2,3,2,156063020,156063010
"4810",156080,10,20,1,5,5,6,1,1,1,1,1,1,1,1,1,4,3,4,3,1,2,1,156080010,156080020
"4811",156080,20,10,4,5,5,5,1,1,1,1,1,1,1,1,1,2,3,3,3,1,2,1,156080020,156080010
"4812",156139,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156139010,156139020
"4813",156139,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156139020,156139010
"4814",156263,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156263010,156263020
"4815",156263,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156263020,156263010
"4816",156315,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156315010,156315020
"4817",156315,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156315020,156315010
"4818",156422,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156422010,156422020
"4819",156422,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156422020,156422010
"4820",156463,10,20,3,6,6,6,2,2,1,1,1,1,2,1,2,3,2,3,2,2,3,1,156463010,156463020
"4821",156463,20,10,1,6,6,6,1,1,1,1,1,1,3,1,4,1,1,1,1,1,3,1,156463020,156463010
"4822",157116,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157116010,157116020
"4823",157116,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157116020,157116010
"4824",157163,10,20,1,6,5,6,1,1,1,1,1,1,1,1,1,3,3,4,3,1,2,2,157163010,157163020
"4825",157163,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157163020,157163010
"4826",157407,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157407010,157407020
"4827",157407,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157407020,157407010
"4828",157567,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157567010,157567020
"4829",157567,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157567020,157567010
"4830",157592,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157592010,157592020
"4831",157592,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157592020,157592010
"4832",157623,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157623010,157623020
"4833",157623,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157623020,157623010
"4834",157719,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157719010,157719020
"4835",157719,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157719020,157719010
"4836",157738,10,20,6,5,4,5,2,5,2,2,2,1,1,1,2,3,3,4,3,1,2,2,157738010,157738020
"4837",157738,20,10,2,6,6,6,1,1,1,1,1,1,1,1,1,3,3,4,3,1,1,2,157738020,157738010
"4838",158116,11,10,1,6,6,6,1,1,1,1,1,1,1,1,1,4,4,4,4,1,1,1,158116011,158116010
"4839",158221,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158221010,158221020
"4840",158221,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158221020,158221010
"4841",158252,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158252010,158252020
"4842",158252,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158252020,158252010
"4843",158427,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158427010,158427020
"4844",158427,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158427020,158427010
"4845",158442,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158442010,158442020
"4846",158442,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158442020,158442010
"4847",158462,10,20,5,5,4,5,5,2,1,1,1,1,1,1,1,2,3,4,3,1,1,1,158462010,158462020
"4848",158462,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158462020,158462010
"4849",158571,20,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158571020,158571021
"4850",158571,21,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158571021,158571020
"4851",158662,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158662010,158662020
"4852",158662,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158662020,158662010
"4853",158937,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158937010,158937011
"4854",158937,11,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158937011,158937010
"4855",159299,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159299010,159299020
"4856",159299,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159299020,159299010
"4857",159988,20,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159988020,159988021
"4858",159988,21,20,3,5,4,3,2,2,2,1,1,1,1,1,1,4,4,4,3,1,2,2,159988021,159988020
"4859",160233,10,11,4,5,6,6,4,3,5,3,4,3,1,1,2,3,4,3,2,1,2,2,160233010,160233011
"4860",160233,11,10,2,2,4,4,2,4,4,2,4,3,1,1,2,3,3,4,3,1,2,2,160233011,160233010
"4861",160276,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160276010,160276020
"4862",160276,20,10,2,2,2,5,2,2,2,2,2,2,2,1,2,4,4,4,3,1,2,2,160276020,160276010
"4863",160348,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160348010,160348020
"4864",160348,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160348020,160348010
"4865",160361,10,20,4,5,3,6,3,3,5,4,4,3,3,2,2,4,2,4,3,3,3,3,160361010,160361020
"4866",160361,20,10,4,5,5,6,5,3,3,1,2,2,3,3,3,3,3,2,2,3,4,3,160361020,160361010
"4867",160505,10,20,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,1,2,160505010,160505020
"4868",160505,20,10,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,1,2,160505020,160505010
"4869",160618,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160618010,160618020
"4870",160618,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160618020,160618010
"4871",160654,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160654010,160654020
"4872",160654,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160654020,160654010
"4873",160674,10,20,1,5,4,4,2,2,2,2,2,2,1,1,1,3,3,4,4,1,1,1,160674010,160674020
"4874",160674,20,10,1,5,5,4,1,1,1,1,1,1,1,1,1,2,2,4,3,1,1,1,160674020,160674010
"4875",160750,10,20,1,5,5,5,1,1,1,1,1,1,2,1,1,4,3,4,4,1,1,1,160750010,160750020
"4876",160750,20,10,2,2,2,5,2,2,5,3,5,5,1,1,1,4,4,4,4,1,1,1,160750020,160750010
"4877",161008,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161008010,161008020
"4878",161008,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161008020,161008010
"4879",161038,10,20,4,5,4,5,2,2,3,2,2,2,1,1,2,4,4,4,3,1,1,2,161038010,161038020
"4880",161038,20,10,2,6,4,5,4,2,1,1,1,1,2,1,2,3,4,4,3,1,2,2,161038020,161038010
"4881",161139,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161139010,161139020
"4882",161139,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161139020,161139010
"4883",161196,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161196010,161196020
"4884",161196,20,10,2,6,1,6,2,1,6,6,1,6,4,4,3,1,1,1,1,1,2,1,161196020,161196010
"4885",162284,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162284010,162284020
"4886",162284,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162284020,162284010
"4887",163041,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163041010,163041020
"4888",163041,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163041020,163041010
"4889",163574,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163574010,163574020
"4890",163574,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163574020,163574010
